2026-03-20 06:30:17.429 INFO  [main] org.springframework.batch.core.configuration.annotation.BatchObservabilityBeanPostProcessor - No Micrometer observation registry found, defaulting to ObservationRegistry.NOOP
2026-03-20 06:30:17.460 INFO  [main] org.springframework.data.jpa.repository.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2026-03-20 06:30:18.062 WARN  [main] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-03-20 06:30:18.389 INFO  [main] org.springframework.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@c39ebcf, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7ff167c4, org.springframework.security.web.context.SecurityContextHolderFilter@3dcb28de, org.springframework.security.web.header.HeaderWriterFilter@39c821c6, org.springframework.web.filter.CorsFilter@1be7b7de, org.springframework.security.web.authentication.logout.LogoutFilter@74ed1b3d, com.economydict.config.JwtAuthenticationFilter@64b0ec4a, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@450555ac, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5064988, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5b0ddbcf, org.springframework.security.web.session.SessionManagementFilter@7269674d, org.springframework.security.web.access.ExceptionTranslationFilter@56e0e953, org.springframework.security.web.access.intercept.AuthorizationFilter@e76aa]
2026-03-20 06:30:18.592 INFO  [main] org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2026-03-20 06:30:18.609 INFO  [main] org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path ''
2026-03-20 06:30:18.630 INFO  [main] com.economydict.EconomyDictApplication - Started EconomyDictApplication in 10.462 seconds (process running for 11.89)
2026-03-20 06:30:20.446 INFO  [http-nio-8081-exec-1] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-03-20 06:30:20.447 INFO  [http-nio-8081-exec-1] org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-03-20 06:30:20.450 INFO  [http-nio-8081-exec-1] org.springframework.web.servlet.DispatcherServlet - Completed initialization in 3 ms
2026-03-20 06:58:18.918 INFO  [SpringApplicationShutdownHook] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-03-20 06:58:18.975 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2026-03-20 06:58:19.002 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
